Tag type: postag

çekmeden 1 < 31 , 1 > 
görememişti 1 < 37 , 1 > 
sorunudur 1 < 37 , 1 > 
oturmayacak 1 < 18 , 1 > 
ihtiyaçları_olmadığını 1 < 15 , 1 > 
ağzındaymış 1 < 37 , 1 > 
hacı_murat 1 < 19 , 4 > 
nasılsa 1 < 31 , 1 > 
tutmuş 1 < 21 , 1 > 
enstitüsü'nün 1 < 19 , 1 > 
kokuyordu 1 < 37 , 1 > 
yüzde_yirmibeş 1 < 20 , 1 > 
mantıkla 1 < 9 , 1 > 
dizgenin 1 < 9 , 1 > 
ikiyüzyetmişaltı 1 < 1 , 1 > 
çıkarlar 1 < 37 , 1 > 
artırmaları 1 < 12 , 1 > 
siluet 1 < 9 , 1 > 
zarar 1 < 9 , 1 > 
diş 1 < 9 , 1 > 
sağlam 1 < 21 , 4 > 
düşün 2 < 37 , 1 > < 9 , 1 > 
düşüm 1 < 9 , 1 > 
maaş 1 < 9 , 3 > 
gördünüz 1 < 37 , 1 > 
kaçamak 1 < 21 , 2 > 
düşüp 1 < 31 , 1 > 
taşınıyorum 1 < 37 , 1 > 
indiriminde 1 < 9 , 1 > 
geldi 1 < 37 , 23 > 
ihracatçı 1 < 21 , 1 > 
i̇bo_abim 1 < 9 , 1 > 
işleyip_işlemeyeceğini 1 < 17 , 1 > 
buluştuğumuzda 1 < 15 , 1 > 
uçucu 1 < 21 , 1 > 
düşük 2 < 21 , 6 > < 9 , 1 > 
iddiasını 1 < 9 , 1 > 
uçaklar 1 < 9 , 1 > 
geçtim 1 < 37 , 1 > 
uzlaşma 1 < 12 , 3 > 
bastırmak 1 < 12 , 2 > 
milliyetçi_cephe 1 < 19 , 2 > 
haftalık 1 < 21 , 1 > 
paltoyu 1 < 9 , 1 > 
göz_süzmeye 1 < 12 , 1 > 
içeriden 1 < 9 , 1 > 
sıkıştırıldığı 1 < 14 , 1 > 
eksikliğimi 1 < 9 , 1 > 
kölesi 1 < 9 , 1 > 
gelen 1 < 11 , 26 > 
savrulduğu 1 < 14 , 1 > 
bekliyordu 1 < 37 , 2 > 
sirke 1 < 9 , 1 > 
akılda 1 < 9 , 1 > 
sıkıntı 1 < 9 , 2 > 
uzak 1 < 21 , 5 > 
belgeleri 1 < 9 , 2 > 
işlemidir 1 < 37 , 1 > 
türkiye'deki 1 < 21 , 1 > 
belgelere 1 < 9 , 2 > 
yapacakları 1 < 17 , 1 > 
başlarını 1 < 9 , 2 > 
yurtdışlarına 1 < 9 , 1 > 
.. 1 < 39 , 18 > 
nihat_erim 1 < 19 , 1 > 
ulaşmanın 1 < 12 , 2 > 
sezdirmemeye 1 < 12 , 1 > 
dönemi 1 < 9 , 5 > 
kapamakta 1 < 37 , 1 > 
dağılan 1 < 11 , 1 > 
öyledir 1 < 37 , 1 > 
ilişkiyi 1 < 9 , 1 > 
aynada 1 < 9 , 1 > 
kurtardım 1 < 37 , 1 > 
ekibi 1 < 9 , 1 > 
leblebici 1 < 9 , 1 > 
ısıtma 1 < 12 , 1 > 
eller 1 < 9 , 2 > 
hablemitoğlu'na 1 < 19 , 1 > 
buyurdunuz 1 < 37 , 1 > 
bale 1 < 9 , 5 > 
katında 1 < 9 , 1 > 
canis_lupus 1 < 9 , 1 > 
delilleri 1 < 9 , 1 > 
derinliği 1 < 9 , 1 > 
işletmecilerinden 1 < 9 , 1 > 
pazartesi 1 < 9 , 1 > 
yamalı 1 < 21 , 1 > 
arkasına 1 < 9 , 4 > 
dedenin 1 < 9 , 1 > 
bahsetmemin 1 < 12 , 1 > 
vazgeçti̇ 1 < 37 , 1 > 
besbelli 1 < 31 , 2 > 
kapanışına 1 < 12 , 1 > 
harekattan 1 < 9 , 1 > 
sertleşmeden 1 < 31 , 1 > 
korkulukların 1 < 9 , 1 > 
dul 1 < 21 , 2 > 
yakışıklıydı 1 < 37 , 1 > 
zeytinyağlı 1 < 20 , 1 > 
korktunuz 1 < 37 , 4 > 
partiyiz 1 < 37 , 2 > 
olağanüstü 1 < 21 , 1 > 
anayasa_mahkemesi'nin 1 < 19 , 1 > 
hedeflerinden 1 < 9 , 1 > 
kahve 1 < 9 , 12 > 
gerekmez 1 < 37 , 3 > 
öngörülerinden 1 < 9 , 1 > 
hastaydı 1 < 37 , 1 > 
bana 1 < 29 , 78 > 
kişiydi 1 < 37 , 1 > 
yasaklıyor 1 < 37 , 1 > 
mali 1 < 21 , 7 > 
saime_sezginler 1 < 19 , 9 > 
demek_istemiyorum 1 < 37 , 1 > 
önlerde 1 < 9 , 1 > 
şişmiş 1 < 37 , 2 > 
kaygısı 1 < 9 , 1 > 
yöneliktir 1 < 37 , 1 > 
satış 1 < 12 , 1 > 
konutları 1 < 9 , 1 > 
çıkarken 1 < 31 , 4 > 
ücretlerini 1 < 9 , 3 > 
titreme 1 < 12 , 1 > 
ediyor 1 < 37 , 2 > 
buyur 1 < 37 , 2 > 
renkleri 1 < 9 , 2 > 
buzlanmasından 1 < 12 , 3 > 
sicimler 1 < 9 , 1 > 
eylemleri 1 < 9 , 1 > 
bitiremeyeceği 1 < 18 , 1 > 
bulandırdığını 1 < 15 , 1 > 
atılımdır 1 < 37 , 1 > 
memnun 1 < 21 , 2 > 
taburede 1 < 9 , 1 > 
tanır 1 < 37 , 1 > 
sorunlar_ve_çözüm_önerileri 1 < 9 , 1 > 
yanıma 1 < 9 , 2 > 
ilgilenen 1 < 11 , 1 > 
tanıdığı 2 < 15 , 1 > < 14 , 1 > 
bardak 1 < 9 , 6 > 
nasıldı 1 < 37 , 2 > 
sinirleri 1 < 9 , 1 > 
koray 1 < 19 , 1 > 
giyimiydi 1 < 37 , 1 > 
operasyonu 1 < 9 , 1 > 
kanallarını 1 < 9 , 1 > 
stas 1 < 9 , 2 > 
bakıcılık 1 < 9 , 1 > 
yayımlanmış 1 < 21 , 1 > 
yurtdışından 1 < 9 , 1 > 
alacağı 1 < 17 , 1 > 
üretildiğini 1 < 15 , 1 > 
dinlemeye 1 < 12 , 1 > 
yanına 1 < 9 , 11 > 
zammını 1 < 9 , 1 > 
staj 1 < 9 , 1 > 
çekenler 1 < 20 , 1 > 
başlangıcıdır 1 < 37 , 1 > 
talepte_bulunup 1 < 31 , 1 > 
takılıveriyor 1 < 37 , 1 > 
eşitliklerinizdeki 1 < 21 , 1 > 
yaşama 2 < 12 , 1 > < 9 , 1 > 
duman 1 < 9 , 2 > 
mevzuat 1 < 9 , 3 > 
nesnelerin 1 < 9 , 1 > 
askeriye 1 < 9 , 1 > 
patlıcan 1 < 9 , 15 > 
bari 1 < 31 , 4 > 
yüzlü 1 < 21 , 1 > 
hayatlarının 1 < 9 , 4 > 
demeyin 1 < 37 , 2 > 
yönetimine 1 < 9 , 1 > 
mağazanızın 1 < 9 , 1 > 
agorafobi 1 < 9 , 1 > 
tanrısıyla 1 < 9 , 1 > 
sezerlerdi 1 < 37 , 1 > 
praznik 1 < 9 , 1 > 
gidebilirler 1 < 37 , 1 > 
kazançlı 1 < 20 , 1 > 
kırk_sekiz 1 < 1 , 1 > 
i̇ngiliz_parlamenter_linn_linn 1 < 9 , 1 > 
güvence 1 < 9 , 1 > 
mantıklı 1 < 21 , 1 > 
kazandı 1 < 37 , 2 > 
ufuklar 1 < 9 , 1 > 
tatlı 1 < 21 , 1 > 
muammer 1 < 19 , 3 > 
seslendi 1 < 37 , 4 > 
bastırıyor 1 < 37 , 1 > 
karşılaştığı 1 < 14 , 1 > 
göklere 1 < 9 , 1 > 
görev 1 < 9 , 11 > 
nimetten 1 < 9 , 1 > 
olduğuna 1 < 15 , 7 > 
gökleri 1 < 9 , 1 > 
gören 1 < 11 , 4 > 
masa 1 < 9 , 2 > 
olduğumu 1 < 15 , 2 > 
kim_bilir 1 < 37 , 1 > 
şaşakalmıştık 1 < 37 , 1 > 
kahverenginden 1 < 20 , 1 > 
gruplar 1 < 9 , 2 > 
demekmiş 1 < 37 , 1 > 
liberosudur 1 < 37 , 1 > 
anlıyorum 1 < 37 , 2 > 
kızartılacak 1 < 37 , 1 > 
giyip 1 < 31 , 1 > 
süre 1 < 9 , 25 > 
mart 1 < 9 , 2 > 
umutlar 1 < 9 , 1 > 
seslenen 1 < 11 , 1 > 
yetkililerinin 1 < 9 , 1 > 
malı 1 < 9 , 2 > 
cevabı 1 < 9 , 1 > 
hukukçulara 1 < 9 , 1 > 
duş 1 < 9 , 1 > 
belinde 1 < 9 , 1 > 
vizyonları 1 < 9 , 1 > 
olduğunu 1 < 15 , 50 > 
olmuşlardır 1 < 37 , 1 > 
yazarlarına 1 < 9 , 1 > 
kuantum 1 < 9 , 3 > 
çiftinin 1 < 20 , 1 > 
dalgalandırıyorlar 1 < 37 , 1 > 
yattığım 1 < 14 , 1 > 
girmediği 1 < 15 , 1 > 
dindarın 1 < 9 , 1 > 
krizmatik 1 < 9 , 1 > 
durumuydu 1 < 37 , 1 > 
hükümetiydi 1 < 37 , 1 > 
ellerindeki 1 < 21 , 2 > 
ibarettir 1 < 37 , 2 > 
rekortmenler 1 < 9 , 1 > 
tüketici_yasası'nda 1 < 19 , 1 > 
saygıdeğer 1 < 21 , 1 > 
yaşayamam 1 < 37 , 3 > 
şaka 1 < 9 , 1 > 
girmeden 1 < 31 , 2 > 
milliyet'i 1 < 19 , 2 > 
sempozyumuna 1 < 9 , 1 > 
katındaki 1 < 21 , 1 > 
milliyet'e 1 < 19 , 1 > 
gördü 1 < 37 , 3 > 
biçimi 1 < 9 , 2 > 
uygulanan 1 < 11 , 2 > 
şair 1 < 9 , 2 > 
sultan_abdülhamid'in 1 < 19 , 1 > 
mebrure'den 1 < 19 , 2 > 
devreye_girer 1 < 37 , 1 > 
sağıp 1 < 31 , 1 > 
görünüşü 1 < 12 , 2 > 
yendiği 1 < 15 , 1 > 
dağlık 1 < 9 , 1 > 
yüzen 1 < 11 , 1 > 
kadek_pkk 1 < 9 , 1 > 
kızaklarından 1 < 9 , 1 > 
oğulduk 1 < 37 , 1 > 
gitmişlerdi 1 < 37 , 1 > 
beyoğlu'sunda 1 < 19 , 1 > 
yanını 1 < 9 , 1 > 
eşiği 1 < 9 , 4 > 
öğrenmek 1 < 12 , 1 > 
kişiyiz 1 < 37 , 1 > 
kahırlandırır 1 < 37 , 1 > 
mandalina 1 < 9 , 1 > 
haldeydi 1 < 37 , 1 > 
yok_olma 1 < 12 , 1 > 
korku 1 < 9 , 7 > 
bileğine 1 < 9 , 1 > 
dişidir 1 < 37 , 1 > 
sömürgeciler 1 < 9 , 1 > 
çıkaracaksın 1 < 37 , 1 > 
mavi 1 < 21 , 4 > 
yıla 1 < 9 , 3 > 
bilincimin 1 < 9 , 1 > 
nurcu 1 < 19 , 1 > 
açar 1 < 37 , 1 > 
alternatifli 1 < 21 , 1 > 
istiyordu 1 < 37 , 2 > 
açan 1 < 11 , 5 > 
zamanlarımda 1 < 9 , 1 > 
kakmak 1 < 12 , 1 > 
projelerinin 1 < 9 , 1 > 
çarpıştıktan 1 < 15 , 2 > 
boğuluyorum 1 < 37 , 1 > 
hayvan 1 < 9 , 3 > 
görgü 1 < 9 , 4 > 
ece 1 < 9 , 1 > 
milletvekili 1 < 9 , 6 > 
sütü 1 < 9 , 4 > 
faaliyetlerin 1 < 9 , 1 > 
çıtırlarla 1 < 9 , 1 > 
genlerinde 1 < 9 , 1 > 
veto_etti 1 < 37 , 2 > 
batı 1 < 21 , 2 > 
elatmalara 1 < 9 , 1 > 
mayo 1 < 9 , 1 > 
taksitli 1 < 21 , 2 > 
okuyun 1 < 37 , 1 > 
okuyup 1 < 31 , 2 > 
dörtyüzkırkdört 1 < 1 , 1 > 
algıladığımız 1 < 14 , 1 > 
çekmiş 1 < 37 , 1 > 
gündemine 1 < 9 , 2 > 
süsü 1 < 9 , 1 > 
üsteledi 1 < 37 , 1 > 
-_i̇kinci 1 < 2 , 1 > 
gırtlağıma 1 < 9 , 1 > 
dalış 1 < 12 , 1 > 
politikayla 1 < 9 , 1 > 
ellerimden 1 < 9 , 1 > 
yüksek_seçim_kurulu'nun 1 < 19 , 1 > 
kıbrıs'ı 1 < 19 , 1 > 
yaşamı 1 < 9 , 2 > 
alırlardı 1 < 37 , 1 > 
bayındır_sokak'taki 1 < 21 , 1 > 
eee 1 < 35 , 3 > 
söyledim 1 < 37 , 2 > 
uzun 1 < 21 , 32 > 
öğütler 1 < 37 , 1 > 
caydı 1 < 37 , 1 > 
yaşasa 1 < 37 , 1 > 
ıslığının 1 < 9 , 1 > 
baksanıza 1 < 37 , 2 > 
eşyaları 1 < 9 , 1 > 
köpekler 1 < 9 , 2 > 
azaltıyordu 1 < 37 , 1 > 
ölüm 1 < 9 , 6 > 
parasını 1 < 9 , 1 > 
dinleyen 1 < 11 , 1 > 
depresyon 1 < 9 , 1 > 
i̇nsanları 1 < 9 , 2 > 
salık_veririm 1 < 37 , 1 > 
balıkları 1 < 9 , 1 > 
yükselmiş 1 < 21 , 1 > 
eşdeğer 1 < 21 , 1 > 
oturuyorsunuz 1 < 37 , 1 > 
yüzle 1 < 9 , 1 > 
başlangıçta 1 < 9 , 3 > 
marş 1 < 9 , 2 > 
yemeği 1 < 9 , 6 > 
gömleğini 1 < 9 , 2 > 
sömürgecilik 1 < 9 , 1 > 
oylamayla 1 < 12 , 1 > 
yemeğe 1 < 9 , 3 > 
sağlandı 1 < 37 , 2 > 
kaygıyı 1 < 9 , 1 > 
yaşarlar 1 < 37 , 1 > 
gelse 1 < 37 , 1 > 
sazlar 1 < 9 , 3 > 
içecekleri 1 < 17 , 1 > 
altınlı 1 < 21 , 1 > 
sığır 1 < 9 , 1 > 
mümkün_olur 1 < 37 , 2 > 
birileri 1 < 25 , 2 > 
ısı 1 < 9 , 3 > 
gidersiniz 1 < 37 , 4 > 
yazdıklarımı 1 < 15 , 1 > 
başladığını 1 < 15 , 1 > 
ayıplar 1 < 9 , 1 > 
onlardan 1 < 29 , 2 > 
musallat_olur 1 < 37 , 1 > 
birlikte 3 < 38 , 18 > < 31 , 16 > < 9 , 1 > 
yağız 1 < 21 , 1 > 
çekilmişti 1 < 37 , 1 > 
dokuz. 1 < 2 , 1 > 
dilersen 1 < 37 , 1 > 
temerrüdün 1 < 9 , 1 > 
dikkatle 1 < 9 , 5 > 
gitmeyin 1 < 37 , 2 > 
kuruluştur 1 < 37 , 1 > 
katına 1 < 9 , 1 > 
kalfalığı 1 < 9 , 1 > 
eyvah 1 < 35 , 1 > 
i̇nsanlık 1 < 9 , 1 > 
yılı 1 < 9 , 7 > 
ihracı 1 < 9 , 1 > 
alkolle 1 < 9 , 2 > 
emin_olamam 1 < 37 , 1 > 
tarafındaki 1 < 21 , 2 > 
abdullah_gül 1 < 19 , 1 > 
elemanlarıyla 1 < 9 , 1 > 
varetme 1 < 9 , 1 > 
takır_takır 1 < 34 , 1 > 
28'lik 1 < 21 , 1 > 
korkularınızı 1 < 9 , 1 > 
konuştuklarını 1 < 15 , 2 > 
havuçtan 1 < 9 , 1 > 
yapılan 1 < 11 , 20 > 
nefes 1 < 9 , 2 > 
i̇lgili 1 < 21 , 1 > 
hayırlı 1 < 20 , 1 > 
çukotka 1 < 9 , 1 > 
geldiğini 1 < 15 , 4 > 
inşa_edilmiş 1 < 21 , 1 > 
takipçiliktir 1 < 37 , 1 > 
belliydi 1 < 37 , 1 > 
hüzünlü 1 < 21 , 1 > 
bazı 2 < 33 , 1 > < 21 , 24 > 
bozayılar 1 < 9 , 1 > 
tanıştığı 1 < 14 , 1 > 
çalıyor 1 < 37 , 1 > 
büyüyordu 1 < 37 , 3 > 
kaldırır 1 < 21 , 1 > 
bakarken 1 < 31 , 1 > 
i̇şletmeciyim 1 < 37 , 1 > 
teşvik 1 < 9 , 2 > 
askerliği 1 < 9 , 1 > 
börtü 1 < 9 , 2 > 
ulaşmıştık 1 < 37 , 1 > 
bilgilerimizden 1 < 9 , 1 > 
yazdıklarını 1 < 15 , 2 > 
kleptomani 1 < 9 , 1 > 
ulaşmıştır 1 < 37 , 3 > 
beklerken 1 < 31 , 1 > 
kaldırım 1 < 9 , 1 > 
cinsel 1 < 21 , 3 > 
enerjik 1 < 21 , 1 > 
acıyla 2 < 20 , 1 > < 9 , 2 > 
öğreneceğim 1 < 37 , 1 > 
kaldırıp 1 < 31 , 1 > 
yaklaşma 1 < 12 , 3 > 
yakasına 1 < 9 , 1 > 
yağında 1 < 9 , 1 > 
çık 1 < 37 , 1 > 
eki 1 < 9 , 1 > 
karşılaştıklarında 1 < 15 , 1 > 
terk_ederim 1 < 37 , 1 > 
çıt 1 < 9 , 1 > 
umudu 1 < 9 , 1 > 
kıbrıs'a 1 < 19 , 1 > 
aşklarına 1 < 9 , 1 > 
değiştirildi 1 < 37 , 1 > 
i̇nsanlara 1 < 9 , 1 > 
kaptım 1 < 37 , 1 > 
ihtiyaçları_olacak 1 < 18 , 1 > 
açma 1 < 37 , 3 > 
üstelik 1 < 31 , 5 > 
riayet_edilmesini 1 < 12 , 1 > 
biriktireceğiz 1 < 37 , 1 > 
etrafında 1 < 9 , 7 > 
bakınca 1 < 31 , 2 > 
güçlerin 2 < 20 , 1 > < 9 , 1 > 
boşlukla 1 < 9 , 1 > 
arkadaşlar 1 < 9 , 4 > 
yedi 2 < 37 , 2 > < 1 , 10 > 
mustafa_sezai'ydi 1 < 37 , 1 > 
kaybetti 1 < 37 , 1 > 
başlayabilir 1 < 37 , 1 > 
çevirmişti 1 < 37 , 1 > 
sokaklarında 1 < 9 , 1 > 
ayırıyorum 1 < 37 , 1 > 
gelmesini 1 < 12 , 1 > 
sanayiine 1 < 9 , 1 > 
cumhurbaşkanıdır 1 < 37 , 1 > 
başlamadan 1 < 31 , 1 > 
kalsa 1 < 37 , 1 > 
gelmesine 1 < 12 , 1 > 
geliştirmiş 1 < 21 , 1 > 
ibaret_olmadığını 1 < 15 , 1 > 
onsekiz_ocak_ikibin'de 1 < 20 , 1 > 
faili 1 < 20 , 1 > 
alkolik 1 < 21 , 1 > 
ışıkta 1 < 9 , 1 > 
gözlüklerinin 1 < 9 , 1 > 
ilişki 1 < 9 , 10 > 
krizine 1 < 9 , 1 > 
hukukçu 1 < 9 , 1 > 
yazıyorlar 1 < 37 , 1 > 
fıkır_fıkır 1 < 34 , 1 > 
vazgeç 1 < 37 , 1 > 
yakutistan'dayım 1 < 37 , 1 > 
bekleniyor 1 < 37 , 2 > 
soruların 1 < 9 , 3 > 
hizmet 1 < 9 , 3 > 
evlerinden 1 < 9 , 1 > 
rusya'da 1 < 19 , 3 > 
hanzel 1 < 9 , 1 > 
yardımcılığı 1 < 9 , 1 > 
sıkıntıyla 1 < 9 , 2 > 
berkeley 1 < 9 , 3 > 
sevmedi 1 < 37 , 1 > 
der_demez 1 < 37 , 1 > 
şeyimiz 1 < 9 , 1 > 
insanlarından 1 < 9 , 1 > 
yapacaktı 1 < 37 , 1 > 
yüzdokuz 1 < 20 , 2 > 
anlatmaktan 1 < 12 , 1 > 
amatem'de 1 < 19 , 1 > 
düzeyine 1 < 9 , 2 > 
yazdım 1 < 37 , 4 > 
yolculuklara 1 < 9 , 1 > 
yazdık 1 < 37 , 1 > 
elbiseleri 1 < 9 , 1 > 
sıfırdan 1 < 9 , 1 > 
köhne_olmadığını 1 < 15 , 1 > 
önergeler 1 < 9 , 1 > 
şimdi 1 < 31 , 53 > 
yetiştirmiş 1 < 37 , 1 > 
sohbet 1 < 9 , 1 > 
konuşmacılar 1 < 9 , 1 > 
gül_abla 1 < 9 , 5 > 
rozetini 1 < 9 , 1 > 
beşyüzdört 1 < 1 , 1 > 
çekmek 1 < 12 , 3 > 
demrad'da 1 < 19 , 1 > 
dolaştığı 1 < 14 , 1 > 
güvenlik 1 < 9 , 3 > 
darbukayı 1 < 9 , 1 > 
çıktığına 1 < 15 , 1 > 
saçlarına 1 < 9 , 1 > 
içeriyordu 1 < 37 , 2 > 
reformlar 1 < 9 , 1 > 
sağlanıyor 1 < 37 , 2 > 
ayşe 1 < 19 , 2 > 
tanımazlığı 1 < 9 , 1 > 
haklarından 1 < 9 , 1 > 
yolsuzlukla 1 < 9 , 1 > 
olabilirdi 1 < 37 , 2 > 
amiri 1 < 9 , 3 > 
olmayana 1 < 20 , 1 > 
konuştun 1 < 37 , 1 > 
görüştük 1 < 37 , 1 > 
küstahlık 1 < 9 , 1 > 
ulaşamıyorum 1 < 37 , 1 > 
ordunun 1 < 9 , 1 > 
tarım 1 < 9 , 1 > 
kökeni 1 < 9 , 2 > 
bağlarda 1 < 9 , 1 > 
denmezdi 1 < 37 , 1 > 
kovar 1 < 37 , 1 > 
sürdün 1 < 37 , 1 > 
işeyip 1 < 31 , 1 > 
boyalardan 1 < 9 , 1 > 
devam_etmiş 1 < 37 , 1 > 
yaşındaydı 1 < 37 , 3 > 
başladığımız 1 < 14 , 1 > 
keyfi 2 < 21 , 1 > < 9 , 1 > 
besbelliydi 1 < 37 , 1 > 
tamamen 1 < 31 , 7 > 
hafiflediği 1 < 14 , 1 > 
olacağından 1 < 17 , 2 > 
görüştür 1 < 37 , 1 > 
ruhunu 1 < 9 , 1 > 
genelde 1 < 31 , 3 > 
doğruluğunun 1 < 9 , 1 > 
parıltılarından 1 < 9 , 1 > 
yardımlaşma 1 < 12 , 1 > 
bulamadan 1 < 31 , 1 > 
sayısı 1 < 9 , 3 > 
rahatlatma 1 < 12 , 1 > 
keskin 1 < 21 , 1 > 
miydi 1 < 36 , 1 > 
olabilirim 1 < 37 , 2 > 
akşamlar 1 < 9 , 2 > 
konfederasyonlarına 1 < 9 , 1 > 
eti 1 < 9 , 6 > 
yeme 2 < 37 , 2 > < 12 , 1 > 
umumi 1 < 21 , 1 > 
hatırladığım 1 < 14 , 1 > 
mülkiyetine 1 < 9 , 1 > 
annesinin 1 < 9 , 5 > 
yöreye 1 < 9 , 1 > 
aşık_olduğum 1 < 15 , 1 > 
izlediğimde 1 < 15 , 1 > 
keyif 1 < 9 , 2 > 
geliştirilen 1 < 11 , 2 > 
çekmemişlerdi 1 < 37 , 1 > 
toparlanamayacak 1 < 18 , 1 > 
gövde 1 < 9 , 1 > 
meslektaşı 1 < 9 , 2 > 
karşılık 1 < 9 , 5 > 
oluşturulmasıyla 1 < 12 , 1 > 
belirtirken 1 < 31 , 1 > 
özelliklerinin 1 < 9 , 1 > 
odadaydılar 1 < 37 , 1 > 
ailelerine 1 < 9 , 1 > 
onun_bunun 1 < 26 , 1 > 
kıbrıs_türk 1 < 21 , 1 > 
kendinden 1 < 28 , 2 > 
diğerlerini 1 < 20 , 1 > 
deyyus 1 < 9 , 1 > 
eve 1 < 9 , 16 > 
yardımcı_olmalıyız 1 < 37 , 1 > 
bilimleri 1 < 9 , 1 > 
ilintili 1 < 20 , 1 > 
evi 1 < 9 , 15 > 
kapatılmaya 1 < 12 , 2 > 
alınmaları 1 < 12 , 1 > 
duymamazlığa 1 < 9 , 1 > 
bulunmuyordu 1 < 37 , 1 > 
biyolojide 1 < 9 , 1 > 
taşıyıp 1 < 31 , 1 > 
the_science_of_shopping 1 < 9 , 1 > 
dille 1 < 9 , 1 > 
anfide 1 < 9 , 1 > 
şunun_şurasında 1 < 9 , 1 > 
kazasıyla 1 < 9 , 1 > 
çıkarmıştı 1 < 37 , 1 > 
evlik 1 < 9 , 1 > 
sayacak 1 < 37 , 1 > 
yeni 2 < 31 , 4 > < 21 , 64 > 
yere 1 < 9 , 18 > 
istenmesi 1 < 12 , 1 > 
köşkte 1 < 9 , 1 > 
arkadaş 1 < 9 , 4 > 
umutsuzlukla 1 < 9 , 2 > 
odalarla 1 < 9 , 1 > 
sahipsiz 1 < 21 , 1 > 
gereksinimini 1 < 9 , 1 > 
yatıp 1 < 31 , 2 > 
pilot_yunak'ın 1 < 19 , 1 > 
incelemesiyle 1 < 12 , 1 > 
yatın 1 < 37 , 1 > 
dayanmaktadır 1 < 37 , 1 > 
benliğini 1 < 9 , 1 > 
ortaya_çıkıyor 1 < 37 , 1 > 
masanın 1 < 9 , 14 > 
komşu 2 < 21 , 1 > < 9 , 1 > 
yerinize 1 < 9 , 1 > 
bekleyelim 1 < 37 , 1 > 
izliyor 1 < 37 , 1 > 
bütünüyle 1 < 31 , 2 > 
kemal_ulusu 1 < 19 , 2 > 
sanmıştım 1 < 37 , 1 > 
itibariyle 1 < 9 , 2 > 
uzattığı 1 < 14 , 1 > 
ayakkabıların 1 < 9 , 1 > 
görünmeyen 1 < 11 , 1 > 
seyrekleşmiş 1 < 37 , 1 > 
açtı 1 < 37 , 5 > 
doğruları 1 < 20 , 2 > 
çin_komünist_partisi'yle 1 < 19 , 1 > 
alınması 1 < 12 , 4 > 
televizyonlar 1 < 9 , 1 > 
cihazının 1 < 9 , 1 > 
gecelik 2 < 21 , 1 > < 9 , 1 > 
pantolonuna 1 < 9 , 1 > 
rehberimle 1 < 9 , 1 > 
konuşmayı 1 < 12 , 3 > 
insana 1 < 9 , 2 > 
tanımlayan 1 < 11 , 2 > 
düşüren 1 < 11 , 1 > 
eğittiği 1 < 14 , 1 > 
şekerbank 1 < 19 , 1 > 
davul 1 < 9 , 1 > 
göğsü 1 < 9 , 1 > 
gram 1 < 9 , 2 > 
tanımadı 1 < 37 , 1 > 
pantolonunu 1 < 9 , 4 > 
suda 1 < 9 , 1 > 
ortalıkta 1 < 9 , 1 > 
denk_düşen 1 < 11 , 1 > 
halkları 1 < 9 , 3 > 
çıkmaktadır 1 < 37 , 1 > 
saçını 1 < 9 , 1 > 
denk_getiriliyordu 1 < 37 , 1 > 
yeri 1 < 9 , 3 > 
nesi 1 < 9 , 1 > 
müteakip 1 < 21 , 1 > 
açılmaması 1 < 12 , 1 > 
durumda 1 < 9 , 4 > 
insanı 1 < 9 , 4 > 
eşref 1 < 19 , 1 > 
indikçe 1 < 31 , 1 > 
ayaklardaki 1 < 21 , 1 > 
tırnaklarından 1 < 9 , 1 > 
kalan 1 < 11 , 10 > 
sebzelerden 1 < 9 , 1 > 
ifade_ettiler 1 < 37 , 1 > 
şansını 1 < 9 , 1 > 
şehvet 1 < 9 , 1 > 
denebilir 1 < 37 , 2 > 
gelmiyor 1 < 37 , 1 > 
kozanoğlu_kırmızı_türkler_maksim'den_kavramı 1 < 9 , 1 > 
tayganın 1 < 9 , 1 > 
irak'ta 1 < 19 , 4 > 
aramaya 1 < 12 , 2 > 
tarif_etsem 1 < 37 , 1 > 
yönündeki 1 < 21 , 1 > 
ekmek 1 < 9 , 7 > 
derdin 1 < 9 , 1 > 
dörtyüzondört 1 < 1 , 1 > 
duyar_duymaz 1 < 21 , 1 > 
avuçları 1 < 9 , 1 > 
doğumlar 1 < 9 , 1 > 
derdik 1 < 37 , 1 > 
ekmez 1 < 37 , 2 > 
bakmıyordu 1 < 37 , 1 > 
noktadan 1 < 9 , 1 > 
açmaz 1 < 21 , 1 > 
geceler 1 < 9 , 3 > 
binyediyüzotuzdört 1 < 1 , 1 > 
hakkına 1 < 9 , 2 > 
mesajını 1 < 9 , 1 > 
gösteririm 1 < 37 , 1 > 
bitmesini 1 < 12 , 2 > 
güvenimizi 1 < 9 , 1 > 
öldürmek 1 < 12 , 3 > 
inanan 1 < 11 , 1 > 
birbirimize 1 < 25 , 7 > 
i̇çmeye 1 < 12 , 1 > 
on_sekiz 1 < 1 , 1 > 
birbirimizi 1 < 25 , 2 > 
korumaya 1 < 12 , 1 > 
hoşnuttum 1 < 37 , 1 > 
kalktıkça 1 < 31 , 1 > 
tuzlanmış 1 < 37 , 1 > 
grek 1 < 19 , 1 > 
katıldığı 1 < 14 , 1 > 
kullanmayı 1 < 12 , 1 > 
yattım 1 < 37 , 1 > 
yapmışız 1 < 37 , 1 > 
yattık 1 < 37 , 1 > 
vakit 1 < 9 , 5 > 
kapalılığı 1 < 9 , 1 > 
